"Année","Type de contribution à la formation","Canton","Degré de formation","Montant versé en fr.","Nombre de bénéficiaires"
"2024","Bourses","Aargau","Formation professionnelle supérieure",269171,58
"2024","Bourses","Aargau","Hautes écoles spécialisées et pédagogiques",1624320,344
"2024","Bourses","Aargau","Hautes écoles universitaires",2968395,558
"2024","Bourses","Aargau","Formation continue",0,0
"2024","Bourses","Thurgau","Degrés de formation - total",7248249,1110
"2024","Bourses","Thurgau","Scolarité obligatoire",0,0
"2024","Bourses","Thurgau","Maturité gymnasiale",675200,119
"2024","Bourses","Thurgau","Autres formations générales",706700,171
"2024","Bourses","Thurgau","Formation professionnelle initiale (à plein temps)",184400,32
"2024","Bourses","Thurgau","Formation professionnelle initiale (duale)",1599340,327
"2024","Bourses","Thurgau","Maturité professionnelle (après l'apprentissage)",96300,21
"2024","Bourses","Thurgau","Formation professionnelle supérieure",318550,34
"2024","Bourses","Thurgau","Hautes écoles spécialisées et pédagogiques",2150722,258
"2024","Bourses","Thurgau","Hautes écoles universitaires",1517037,173
"2024","Bourses","Thurgau","Formation continue",0,0
"2024","Bourses","Ticino","Degrés de formation - total",19183037,2219
"2024","Bourses","Ticino","Scolarité obligatoire",37066,6
"2024","Bourses","Ticino","Maturité gymnasiale",580826,222
"2024","Bourses","Ticino","Autres formations générales",53623,21
"2024","Bourses","Ticino","Formation professionnelle initiale (à plein temps)",1066820,335
"2024","Bourses","Ticino","Formation professionnelle initiale (duale)",1736978,264
"2024","Bourses","Ticino","Maturité professionnelle (après l'apprentissage)",146523,45
"2024","Bourses","Ticino","Formation professionnelle supérieure",468859,46
"2024","Bourses","Ticino","Hautes écoles spécialisées et pédagogiques",2507256,270
"2024","Bourses","Ticino","Hautes écoles universitaires",12356418,998
"2024","Bourses","Ticino","Formation continue",228668,34
"2024","Bourses","Vaud","Degrés de formation - total",70134917,7374
"2024","Bourses","Vaud","Scolarité obligatoire",0,0
"2024","Bourses","Vaud","Maturité gymnasiale",14815579,2013
"2024","Bourses","Vaud","Autres formations générales",6763187,763
"2024","Bourses","Vaud","Formation professionnelle initiale (à plein temps)",2989917,352
"2024","Bourses","Vaud","Formation professionnelle initiale (duale)",15195326,1968
"2024","Bourses","Vaud","Maturité professionnelle (après l'apprentissage)",715170,106
"2024","Bourses","Vaud","Formation professionnelle supérieure",2266150,209
"2024","Bourses","Vaud","Hautes écoles spécialisées et pédagogiques",12262499,1029
"2024","Bourses","Vaud","Hautes écoles universitaires",15127089,1376
"2024","Bourses","Vaud","Formation continue",0,0
"2024","Bourses","Valais / Wallis","Degrés de formation - total",19488060,2730
"2024","Bourses","Valais / Wallis","Scolarité obligatoire",103260,22
"2024","Bourses","Valais / Wallis","Maturité gymnasiale",3199240,452
"2024","Bourses","Valais / Wallis","Autres formations générales",3376155,493
"2024","Bourses","Valais / Wallis","Formation professionnelle initiale (à plein temps)",1461005,213
"2024","Bourses","Valais / Wallis","Formation professionnelle initiale (duale)",3316480,522
"2024","Bourses","Valais / Wallis","Maturité professionnelle (après l'apprentissage)",185430,37
"2024","Bourses","Valais / Wallis","Formation professionnelle supérieure",484485,72
"2024","Bourses","Valais / Wallis","Hautes écoles spécialisées et pédagogiques",2835355,421
"2024","Bourses","Valais / Wallis","Hautes écoles universitaires",4524965,626
"2024","Bourses","Valais / Wallis","Formation continue",1685,2
"2024","Bourses","Neuchâtel","Degrés de formation - total",6091238,927
"2024","Bourses","Neuchâtel","Scolarité obligatoire",0,0
"2024","Bourses","Neuchâtel","Maturité gymnasiale",230575,110
"2024","Bourses","Neuchâtel","Autres formations générales",380425,119
"2024","Bourses","Neuchâtel","Formation professionnelle initiale (à plein temps)",262544,79
"2024","Bourses","Neuchâtel","Formation professionnelle initiale (duale)",1563453,179
"2024","Bourses","Neuchâtel","Maturité professionnelle (après l'apprentissage)",144670,33
"2024","Bourses","Neuchâtel","Formation professionnelle supérieure",189413,34
"2024","Bourses","Neuchâtel","Hautes écoles spécialisées et pédagogiques",1279039,159
"2024","Bourses","Neuchâtel","Hautes écoles universitaires",2041119,247
"2024","Bourses","Neuchâtel","Formation continue",0,0
"2024","Bourses","Genève","Degrés de formation - total",55948528,5951
"2024","Bourses","Genève","Scolarité obligatoire",0,0
"2024","Bourses","Genève","Maturité gymnasiale",7962053,1106
"2024","Bourses","Genève","Autres formations générales",13612209,1587
"2024","Bourses","Genève","Formation professionnelle initiale (à plein temps)",6515068,854
"2024","Bourses","Genève","Formation professionnelle initiale (duale)",8561065,1006
"2024","Bourses","Genève","Maturité professionnelle (après l'apprentissage)",277708,43
"2024","Bourses","Genève","Formation professionnelle supérieure",1423405,142
"2024","Bourses","Genève","Hautes écoles spécialisées et pédagogiques",7332461,655
"2024","Bourses","Genève","Hautes écoles universitaires",10264559,870
"2024","Bourses","Genève","Formation continue",0,0
"2024","Bourses","Jura","Degrés de formation - total",3843055,489
"2024","Bourses","Jura","Scolarité obligatoire",0,0
"2024","Bourses","Jura","Maturité gymnasiale",212310,37
"2024","Bourses","Jura","Autres formations générales",335045,59
"2024","Bourses","Jura","Formation professionnelle initiale (à plein temps)",518425,85
"2024","Bourses","Jura","Formation professionnelle initiale (duale)",448870,55
"2024","Bourses","Jura","Maturité professionnelle (après l'apprentissage)",45415,9
"2024","Bourses","Jura","Formation professionnelle supérieure",162540,21
"2024","Bourses","Jura","Hautes écoles spécialisées et pédagogiques",913485,102
"2024","Bourses","Jura","Hautes écoles universitaires",1197055,133
"2024","Bourses","Jura","Formation continue",9910,2
"2024","Prêts","Suisse","Degrés de formation - total",19600826,2534
"2024","Prêts","Suisse","Scolarité obligatoire",0,0
"2024","Prêts","Suisse","Maturité gymnasiale",88839,12
"2024","Prêts","Suisse","Autres formations générales",96058,10
"2024","Prêts","Suisse","Formation professionnelle initiale (à plein temps)",371959,37
"2024","Prêts","Suisse","Formation professionnelle initiale (duale)",951347,98
"2024","Prêts","Suisse","Maturité professionnelle (après l'apprentissage)",167700,17
"2024","Prêts","Suisse","Formation professionnelle supérieure",1736786,227
"2024","Prêts","Suisse","Hautes écoles spécialisées et pédagogiques",4961140,716
"2024","Prêts","Suisse","Hautes écoles universitaires",10850045,1386
"2024","Prêts","Suisse","Formation continue",376952,43
"2024","Prêts","Zürich","Degrés de formation - total",899721,84
"2024","Prêts","Zürich","Scolarité obligatoire",0,0
"2024","Prêts","Zürich","Maturité gymnasiale",6700,1
"2024","Prêts","Zürich","Autres formations générales",0,0
"2024","Prêts","Zürich","Formation professionnelle initiale (à plein temps)",0,0
"2024","Prêts","Zürich","Formation professionnelle initiale (duale)",326646,32
"2024","Prêts","Zürich","Maturité professionnelle (après l'apprentissage)",31783,3
"2024","Prêts","Zürich","Formation professionnelle supérieure",99175,11
"2024","Prêts","Zürich","Hautes écoles spécialisées et pédagogiques",277142,26
"2024","Prêts","Zürich","Hautes écoles universitaires",150175,11
"2024","Prêts","Zürich","Formation continue",8100,1
"2024","Prêts","Bern / Berne","Degrés de formation - total",372450,60
"2024","Prêts","Bern / Berne","Scolarité obligatoire",0,0
"2024","Prêts","Bern / Berne","Maturité gymnasiale",0,0
"2024","Prêts","Bern / Berne","Autres formations générales",0,0
"2024","Prêts","Bern / Berne","Formation professionnelle initiale (à plein temps)",0,0
"2024","Prêts","Bern / Berne","Formation professionnelle initiale (duale)",28000,1
"2024","Prêts","Bern / Berne","Maturité professionnelle (après l'apprentissage)",0,0
"2024","Prêts","Bern / Berne","Formation professionnelle supérieure",8300,2
"2024","Prêts","Bern / Berne","Hautes écoles spécialisées et pédagogiques",95900,16
"2024","Prêts","Bern / Berne","Hautes écoles universitaires",240250,41
"2024","Prêts","Bern / Berne","Formation continue",0,0
"2024","Prêts","Luzern","Degrés de formation - total",427300,78
"2024","Prêts","Luzern","Scolarité obligatoire",0,0
"2024","Prêts","Luzern","Maturité gymnasiale",0,0
"2024","Prêts","Luzern","Autres formations générales",0,0
"2024","Prêts","Luzern","Formation professionnelle initiale (à plein temps)",0,0
"2024","Prêts","Luzern","Formation professionnelle initiale (duale)",27200,3
"2024","Prêts","Luzern","Maturité professionnelle (après l'apprentissage)",2300,1
"2024","Prêts","Luzern","Formation professionnelle supérieure",34300,8
"2024","Prêts","Luzern","Hautes écoles spécialisées et pédagogiques",115900,21
"2024","Prêts","Luzern","Hautes écoles universitaires",232600,44
"2024","Prêts","Luzern","Formation continue",15000,1
"2024","Prêts","Uri","Degrés de formation - total",139700,31
"2024","Prêts","Uri","Scolarité obligatoire",0,0
"2024","Prêts","Uri","Maturité gymnasiale",0,0
"2024","Prêts","Uri","Autres formations générales",12900,1
"2024","Prêts","Uri","Formation professionnelle initiale (à plein temps)",0,0
"2024","Prêts","Uri","Formation professionnelle initiale (duale)",0,0
"2024","Prêts","Uri","Maturité professionnelle (après l'apprentissage)",0,0
"2024","Prêts","Uri","Formation professionnelle supérieure",0,0
"2024","Prêts","Uri","Hautes écoles spécialisées et pédagogiques",62300,17
"2024","Prêts","Uri","Hautes écoles universitaires",64500,13
"2024","Prêts","Uri","Formation continue",0,0
"2024","Prêts","Schwyz","Degrés de formation - total",116500,10
"2024","Prêts","Schwyz","Scolarité obligatoire",0,0
"2024","Prêts","Schwyz","Maturité gymnasiale",0,0
"2024","Prêts","Schwyz","Autres formations générales",0,0
"2024","Prêts","Schwyz","Formation professionnelle initiale (à plein temps)",0,0
"2024","Prêts","Schwyz","Formation professionnelle initiale (duale)",0,0
"2024","Prêts","Schwyz","Maturité professionnelle (après l'apprentissage)",0,0
"2024","Prêts","Schwyz","Formation professionnelle supérieure",26000,2
"2024","Prêts","Schwyz","Hautes écoles spécialisées et pédagogiques",22000,2
"2024","Prêts","Schwyz","Hautes écoles universitaires",60500,5
"2024","Prêts","Schwyz","Formation continue",8000,1
"2024","Prêts","Obwalden","Degrés de formation - total",59115,11
"2024","Prêts","Obwalden","Scolarité obligatoire",0,0
"2024","Prêts","Obwalden","Maturité gymnasiale",0,0
"2024","Prêts","Obwalden","Autres formations générales",0,0
"2024","Prêts","Obwalden","Formation professionnelle initiale (à plein temps)",0,0
"2024","Prêts","Obwalden","Formation professionnelle initiale (duale)",12000,1
"2024","Prêts","Obwalden","Maturité professionnelle (après l'apprentissage)",0,0
"2024","Prêts","Obwalden","Formation professionnelle supérieure",4860,1
"2024","Prêts","Obwalden","Hautes écoles spécialisées et pédagogiques",4650,2
"2024","Prêts","Obwalden","Hautes écoles universitaires",37605,7
"2024","Prêts","Obwalden","Formation continue",0,0
"2024","Prêts","Nidwalden","Degrés de formation - total",50000,6
"2024","Prêts","Nidwalden","Scolarité obligatoire",0,0
"2024","Prêts","Nidwalden","Maturité gymnasiale",8000,1
"2024","Prêts","Nidwalden","Autres formations générales",0,0
"2024","Prêts","Nidwalden","Formation professionnelle initiale (à plein temps)",0,0
"2024","Prêts","Nidwalden","Formation professionnelle initiale (duale)",0,0
"2024","Prêts","Nidwalden","Maturité professionnelle (après l'apprentissage)",0,0
"2024","Prêts","Nidwalden","Formation professionnelle supérieure",17000,2
"2024","Prêts","Nidwalden","Hautes écoles spécialisées et pédagogiques",0,0
"2024","Prêts","Nidwalden","Hautes écoles universitaires",25000,3
"2024","Prêts","Nidwalden","Formation continue",0,0
"2024","Prêts","Glarus","Degrés de formation - total",51000,5
"2024","Prêts","Glarus","Scolarité obligatoire",0,0
"2024","Prêts","Glarus","Maturité gymnasiale",0,0
"2024","Prêts","Glarus","Autres formations générales",0,0
"2024","Prêts","Glarus","Formation professionnelle initiale (à plein temps)",0,0
"2024","Prêts","Glarus","Formation professionnelle initiale (duale)",0,0
"2024","Prêts","Glarus","Maturité professionnelle (après l'apprentissage)",0,0
"2024","Prêts","Glarus","Formation professionnelle supérieure",0,0
"2024","Prêts","Glarus","Hautes écoles spécialisées et pédagogiques",41000,4
"2024","Prêts","Glarus","Hautes écoles universitaires",0,0
"2024","Prêts","Glarus","Formation continue",10000,1
"2024","Prêts","Zug","Degrés de formation - total",277000,30
"2024","Prêts","Zug","Scolarité obligatoire",0,0
"2024","Prêts","Zug","Maturité gymnasiale",0,0
"2024","Prêts","Zug","Autres formations générales",0,0
"2024","Prêts","Zug","Formation professionnelle initiale (à plein temps)",8000,1
"2024","Prêts","Zug","Formation professionnelle initiale (duale)",0,0
"2024","Prêts","Zug","Maturité professionnelle (après l'apprentissage)",8000,1
"2024","Prêts","Zug","Formation professionnelle supérieure",55000,5
"2024","Prêts","Zug","Hautes écoles spécialisées et pédagogiques",107000,10
"2024","Prêts","Zug","Hautes écoles universitaires",75000,10
"2024","Prêts","Zug","Formation continue",24000,3
"2024","Prêts","Fribourg / Freiburg","Degrés de formation - total",680984,74
"2024","Prêts","Fribourg / Freiburg","Scolarité obligatoire",0,0
"2024","Prêts","Fribourg / Freiburg","Maturité gymnasiale",0,0
"2024","Prêts","Fribourg / Freiburg","Autres formations générales",17000,2
"2024","Prêts","Fribourg / Freiburg","Formation professionnelle initiale (à plein temps)",0,0
"2024","Prêts","Fribourg / Freiburg","Formation professionnelle initiale (duale)",9800,2
"2024","Prêts","Fribourg / Freiburg","Maturité professionnelle (après l'apprentissage)",26667,3
"2024","Prêts","Fribourg / Freiburg","Formation professionnelle supérieure",134384,15
